31.5215 	INFO 	Loaded monitor calibration from ['2024_08_08 09:17']
373.2033 	EXP 	textbox: autoDraw = True
374.3726 	DATA 	Keypress: 5
374.6174 	DATA 	Keypress: 0
374.7944 	DATA 	Keypress: 0
375.2634 	DATA 	Mouse: Left button down, pos=(510,155)
375.2670 	EXP 	New trial (rep=5, index=6): <Trial 66 (6 in rep 5) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 66, 'thisTrialN': 6, 'thisRepN': 5}>
375.2759 	EXP 	text: autoDraw = False
375.2759 	EXP 	textbox: autoDraw = False
375.2759 	EXP 	polygon: autoDraw = True
375.3975 	DATA 	Mouse:  Left button up, pos=(510,155)
376.2655 	INFO 	Keyboard events cleared
376.2649 	EXP 	polygon: autoDraw = False
376.2649 	EXP 	polygon_2: autoDraw = True
376.9375 	DATA 	Keypress: space
376.9425 	EXP 	polygon: autoDraw = False
376.9425 	EXP 	polygon_2: autoDraw = False
377.0140 	EXP 	Sound sound_1 reached end of file
377.0305 	EXP 	Sound sound_1 started
377.3182 	EXP 	Sound sound_1 stopped
377.3371 	EXP 	text: autoDraw = True
377.3371 	EXP 	textbox: autoDraw = True
378.6018 	DATA 	Keypress: 2
378.7781 	DATA 	Keypress: 0
379.2943 	DATA 	Keypress: 0
379.5763 	DATA 	Mouse: Left button down, pos=(510,155)
379.5777 	EXP 	New trial (rep=5, index=7): <Trial 67 (7 in rep 5) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 67, 'thisTrialN': 7, 'thisRepN': 5}>
379.5801 	EXP 	text: autoDraw = False
379.5801 	EXP 	textbox: autoDraw = False
379.5801 	EXP 	polygon: autoDraw = True
379.6604 	DATA 	Mouse:  Left button up, pos=(510,155)
380.5657 	INFO 	Keyboard events cleared
380.5653 	EXP 	polygon_2: autoDraw = True
380.5768 	EXP 	polygon: autoDraw = False
381.1749 	DATA 	Keypress: space
381.1806 	EXP 	polygon: autoDraw = False
381.1806 	EXP 	polygon_2: autoDraw = False
381.5602 	EXP 	Sound sound_1 reached end of file
381.5767 	EXP 	Sound sound_1 started
381.8642 	EXP 	Sound sound_1 stopped
381.8838 	EXP 	text: autoDraw = True
381.8838 	EXP 	textbox: autoDraw = True
382.8892 	DATA 	Keypress: 2
383.0777 	DATA 	Keypress: 0
383.2503 	DATA 	Keypress: 0
383.5763 	DATA 	Mouse: Left button down, pos=(510,155)
383.5776 	EXP 	New trial (rep=5, index=8): <Trial 68 (8 in rep 5) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 68, 'thisTrialN': 8, 'thisRepN': 5}>
383.5799 	EXP 	text: autoDraw = False
383.5799 	EXP 	textbox: autoDraw = False
383.5799 	EXP 	polygon: autoDraw = True
383.6939 	DATA 	Mouse:  Left button up, pos=(510,155)
384.5658 	INFO 	Keyboard events cleared
384.5652 	EXP 	polygon_2: autoDraw = True
384.5768 	EXP 	polygon: autoDraw = False
385.2573 	DATA 	Keypress: space
385.2634 	EXP 	polygon: autoDraw = False
385.2634 	EXP 	polygon_2: autoDraw = False
385.9436 	EXP 	Sound sound_1 reached end of file
385.9601 	EXP 	Sound sound_1 started
386.2473 	EXP 	Sound sound_1 stopped
386.2661 	EXP 	text: autoDraw = True
386.2661 	EXP 	textbox: autoDraw = True
387.9676 	DATA 	Keypress: 3
388.0980 	DATA 	Keypress: 0
388.2440 	DATA 	Keypress: 0
388.6763 	DATA 	Mouse: Left button down, pos=(510,155)
388.6770 	DATA 	Mouse:  Left button up, pos=(510,155)
389.4876 	DATA 	Keypress: space
390.1863 	DATA 	Mouse: Left button down, pos=(510,155)
390.1870 	DATA 	Mouse:  Left button up, pos=(510,155)
390.7639 	DATA 	Mouse: Left button down, pos=(510,155)
390.7685 	EXP 	New trial (rep=5, index=9): <Trial 69 (9 in rep 5) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 69, 'thisTrialN': 9, 'thisRepN': 5}>
390.7758 	EXP 	text: autoDraw = False
390.7758 	EXP 	textbox: autoDraw = False
390.7758 	EXP 	polygon: autoDraw = True
390.9943 	DATA 	Mouse:  Left button up, pos=(510,155)
391.7645 	INFO 	Keyboard events cleared
391.7640 	EXP 	polygon: autoDraw = False
391.7640 	EXP 	polygon_2: autoDraw = True
392.1724 	DATA 	Keypress: space
392.1763 	EXP 	polygon: autoDraw = False
392.1763 	EXP 	polygon_2: autoDraw = False
392.2600 	EXP 	Sound sound_1 reached end of file
392.2766 	EXP 	Sound sound_1 started
392.5641 	EXP 	Sound sound_1 stopped
392.5787 	EXP 	text: autoDraw = True
392.5787 	EXP 	textbox: autoDraw = True
393.5828 	DATA 	Keypress: 2
393.8006 	DATA 	Keypress: 0
393.9499 	DATA 	Keypress: 0
394.2156 	DATA 	Mouse: Left button down, pos=(510,157)
394.2169 	EXP 	New trial (rep=5, index=10): <Trial 70 (10 in rep 5) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 70, 'thisTrialN': 10, 'thisRepN': 5}>
394.2258 	EXP 	text: autoDraw = False
394.2258 	EXP 	textbox: autoDraw = False
394.2258 	EXP 	polygon: autoDraw = True
394.4443 	DATA 	Mouse:  Left button up, pos=(510,157)
395.2149 	INFO 	Keyboard events cleared
395.2143 	EXP 	polygon: autoDraw = False
395.2143 	EXP 	polygon_2: autoDraw = True
395.5203 	DATA 	Keypress: space
395.5252 	EXP 	polygon: autoDraw = False
395.5252 	EXP 	polygon_2: autoDraw = False
395.8969 	EXP 	Sound sound_1 reached end of file
395.9134 	EXP 	Sound sound_1 started
396.2016 	EXP 	Sound sound_1 stopped
396.2160 	EXP 	text: autoDraw = True
396.2160 	EXP 	textbox: autoDraw = True
397.9157 	DATA 	Keypress: 2
398.1843 	DATA 	Keypress: 0
398.3209 	DATA 	Keypress: 0
398.7266 	DATA 	Mouse: Left button down, pos=(510,157)
398.7280 	EXP 	New trial (rep=5, index=11): <Trial 71 (11 in rep 5) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 71, 'thisTrialN': 11, 'thisRepN': 5}>
398.7307 	EXP 	text: autoDraw = False
398.7307 	EXP 	textbox: autoDraw = False
398.7307 	EXP 	polygon: autoDraw = True
398.8775 	DATA 	Mouse:  Left button up, pos=(510,157)
399.7273 	INFO 	Keyboard events cleared
399.7268 	EXP 	polygon: autoDraw = False
399.7268 	EXP 	polygon_2: autoDraw = True
400.4401 	DATA 	Keypress: space
400.4600 	EXP 	polygon: autoDraw = False
400.4600 	EXP 	polygon_2: autoDraw = False
401.1305 	EXP 	Sound sound_1 reached end of file
401.1470 	EXP 	Sound sound_1 started
401.4350 	EXP 	Sound sound_1 stopped
401.4539 	EXP 	text: autoDraw = True
401.4539 	EXP 	textbox: autoDraw = True
403.0558 	DATA 	Keypress: 3
403.5773 	DATA 	Keypress: 0
403.7273 	DATA 	Keypress: 0
404.4992 	DATA 	Mouse: Left button down, pos=(505,142)
404.5006 	EXP 	New trial (rep=6, index=0): <Trial 72 (0 in rep 6) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 72, 'thisTrialN': 0, 'thisRepN': 6}>
404.5091 	EXP 	text: autoDraw = False
404.5091 	EXP 	textbox: autoDraw = False
404.5091 	EXP 	polygon: autoDraw = True
404.6138 	DATA 	Mouse:  Left button up, pos=(505,142)
405.4978 	INFO 	Keyboard events cleared
405.4975 	EXP 	polygon: autoDraw = False
405.4975 	EXP 	polygon_2: autoDraw = True
406.1203 	DATA 	Keypress: space
406.1243 	EXP 	polygon: autoDraw = False
406.1243 	EXP 	polygon_2: autoDraw = False
406.4972 	EXP 	Sound sound_1 reached end of file
406.5137 	EXP 	Sound sound_1 started
406.8009 	EXP 	Sound sound_1 stopped
406.8132 	EXP 	text: autoDraw = True
406.8132 	EXP 	textbox: autoDraw = True
408.0844 	DATA 	Keypress: 3
409.2052 	DATA 	Keypress: 0
409.3439 	DATA 	Keypress: 0
409.8797 	DATA 	Mouse: Left button down, pos=(505,142)
409.8840 	EXP 	New trial (rep=6, index=1): <Trial 73 (1 in rep 6) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 73, 'thisTrialN': 1, 'thisRepN': 6}>
409.8925 	EXP 	text: autoDraw = False
409.8925 	EXP 	textbox: autoDraw = False
409.8925 	EXP 	polygon: autoDraw = True
409.9603 	DATA 	Mouse:  Left button up, pos=(505,142)
410.8811 	INFO 	Keyboard events cleared
410.8807 	EXP 	polygon: autoDraw = False
410.8807 	EXP 	polygon_2: autoDraw = True
411.8519 	DATA 	Keypress: space
411.8559 	EXP 	polygon: autoDraw = False
411.8559 	EXP 	polygon_2: autoDraw = False
412.5306 	EXP 	Sound sound_1 reached end of file
412.5472 	EXP 	Sound sound_1 started
412.8340 	EXP 	Sound sound_1 stopped
412.8468 	EXP 	text: autoDraw = True
412.8468 	EXP 	textbox: autoDraw = True
413.9383 	DATA 	Keypress: 4
414.5844 	DATA 	Keypress: 0
414.7313 	DATA 	Keypress: 0
415.2856 	DATA 	Mouse: Left button down, pos=(505,142)
415.2935 	EXP 	New trial (rep=6, index=2): <Trial 74 (2 in rep 6) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 74, 'thisTrialN': 2, 'thisRepN': 6}>
415.2969 	EXP 	text: autoDraw = False
415.2969 	EXP 	textbox: autoDraw = False
415.2969 	EXP 	polygon: autoDraw = True
415.3970 	DATA 	Mouse:  Left button up, pos=(505,142)
416.2817 	INFO 	Keyboard events cleared
416.2812 	EXP 	polygon_2: autoDraw = True
416.2933 	EXP 	polygon: autoDraw = False
417.0536 	DATA 	Keypress: space
417.0580 	EXP 	polygon: autoDraw = False
417.0580 	EXP 	polygon_2: autoDraw = False
417.4311 	EXP 	Sound sound_1 reached end of file
417.4476 	EXP 	Sound sound_1 started
417.7343 	EXP 	Sound sound_1 stopped
417.7487 	EXP 	text: autoDraw = True
417.7487 	EXP 	textbox: autoDraw = True
419.1681 	DATA 	Keypress: 2
419.7173 	DATA 	Keypress: 0
419.8537 	DATA 	Keypress: 0
420.4632 	DATA 	Mouse: Left button down, pos=(505,142)
420.4672 	EXP 	New trial (rep=6, index=3): <Trial 75 (3 in rep 6) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 75, 'thisTrialN': 3, 'thisRepN': 6}>
420.4755 	EXP 	text: autoDraw = False
420.4755 	EXP 	textbox: autoDraw = False
420.4755 	EXP 	polygon: autoDraw = True
420.6104 	DATA 	Mouse:  Left button up, pos=(505,142)
421.4644 	INFO 	Keyboard events cleared
421.4640 	EXP 	polygon: autoDraw = False
421.4640 	EXP 	polygon_2: autoDraw = True
422.1539 	DATA 	Keypress: space
422.1587 	EXP 	polygon: autoDraw = False
422.1587 	EXP 	polygon_2: autoDraw = False
422.8312 	EXP 	Sound sound_1 reached end of file
422.8477 	EXP 	Sound sound_1 started
423.1350 	EXP 	Sound sound_1 stopped
423.1532 	EXP 	text: autoDraw = True
423.1532 	EXP 	textbox: autoDraw = True
424.9822 	DATA 	Keypress: 4
425.6441 	DATA 	Keypress: 0
425.7945 	DATA 	Keypress: 0
426.3653 	DATA 	Mouse: Left button down, pos=(505,142)
426.3665 	EXP 	New trial (rep=6, index=4): <Trial 76 (4 in rep 6) data={'delay': 0.1, 'freq': 400, 'condition': 'unexp', 'thisN': 76, 'thisTrialN': 4, 'thisRepN': 6}>
426.3755 	EXP 	text: autoDraw = False
426.3755 	EXP 	textbox: autoDraw = False
426.3755 	EXP 	polygon: autoDraw = True
426.4268 	DATA 	Mouse:  Left button up, pos=(505,142)
427.3649 	INFO 	Keyboard events cleared
427.3644 	EXP 	polygon: autoDraw = False
427.3644 	EXP 	polygon_2: autoDraw = True
427.6226 	DATA 	Keypress: space
427.6267 	EXP 	polygon: autoDraw = False
427.6267 	EXP 	polygon_2: autoDraw = False
427.7099 	EXP 	Sound sound_1 reached end of file
427.7264 	EXP 	Sound sound_1 started
428.0140 	EXP 	Sound sound_1 stopped
428.0292 	EXP 	text: autoDraw = True
428.0292 	EXP 	textbox: autoDraw = True
429.8606 	DATA 	Keypress: 1
430.3499 	DATA 	Keypress: 0
430.4666 	DATA 	Keypress: 0
431.0365 	DATA 	Mouse: Left button down, pos=(505,142)
431.0432 	EXP 	New trial (rep=6, index=5): <Trial 77 (5 in rep 6) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 77, 'thisTrialN': 5, 'thisRepN': 6}>
431.0461 	EXP 	text: autoDraw = False
431.0461 	EXP 	textbox: autoDraw = False
431.0461 	EXP 	polygon: autoDraw = True
431.1303 	DATA 	Mouse:  Left button up, pos=(505,142)
431.8848 	DATA 	Keypress: space
432.0313 	INFO 	Keyboard events cleared
432.0308 	EXP 	polygon_2: autoDraw = True
432.0432 	EXP 	polygon: autoDraw = False
432.5901 	DATA 	Keypress: space
432.5969 	EXP 	polygon: autoDraw = False
432.5969 	EXP 	polygon_2: autoDraw = False
432.6766 	EXP 	Sound sound_1 reached end of file
432.6931 	EXP 	Sound sound_1 started
432.9803 	EXP 	Sound sound_1 stopped
432.9940 	EXP 	text: autoDraw = True
432.9940 	EXP 	textbox: autoDraw = True
434.4105 	DATA 	Keypress: 1
435.0823 	DATA 	Keypress: backspace
435.5220 	DATA 	Keypress: 2
435.9612 	DATA 	Keypress: 0
436.0811 	DATA 	Keypress: 0
436.5823 	DATA 	Mouse: Left button down, pos=(505,142)
436.5835 	EXP 	New trial (rep=6, index=6): <Trial 78 (6 in rep 6) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 78, 'thisTrialN': 6, 'thisRepN': 6}>
436.5922 	EXP 	text: autoDraw = False
436.5922 	EXP 	textbox: autoDraw = False
436.5922 	EXP 	polygon: autoDraw = True
436.6600 	DATA 	Mouse:  Left button up, pos=(505,142)
437.5811 	INFO 	Keyboard events cleared
437.5806 	EXP 	polygon: autoDraw = False
437.5806 	EXP 	polygon_2: autoDraw = True
437.8701 	DATA 	Keypress: space
437.8743 	EXP 	polygon: autoDraw = False
437.8743 	EXP 	polygon_2: autoDraw = False
438.5474 	EXP 	Sound sound_1 reached end of file
438.5639 	EXP 	Sound sound_1 started
438.8515 	EXP 	Sound sound_1 stopped
438.8694 	EXP 	text: autoDraw = True
438.8694 	EXP 	textbox: autoDraw = True
439.8723 	DATA 	Keypress: 4
440.3110 	DATA 	Keypress: 0
440.4605 	DATA 	Keypress: 0
440.9264 	DATA 	Mouse: Left button down, pos=(505,142)
440.9278 	EXP 	New trial (rep=6, index=7): <Trial 79 (7 in rep 6) data={'delay': 0.4, 'freq': 400, 'condition': 'unexp', 'thisN': 79, 'thisTrialN': 7, 'thisRepN': 6}>
440.9303 	EXP 	text: autoDraw = False
440.9303 	EXP 	textbox: autoDraw = False
440.9303 	EXP 	polygon: autoDraw = True
441.0974 	DATA 	Mouse:  Left button up, pos=(505,142)
441.9269 	INFO 	Keyboard events cleared
441.9265 	EXP 	polygon: autoDraw = False
441.9265 	EXP 	polygon_2: autoDraw = True
443.1057 	DATA 	Keypress: space
443.1096 	EXP 	polygon: autoDraw = False
443.1096 	EXP 	polygon_2: autoDraw = False
443.4932 	EXP 	Sound sound_1 reached end of file
443.5097 	EXP 	Sound sound_1 started
443.7971 	EXP 	Sound sound_1 stopped
443.8113 	EXP 	text: autoDraw = True
443.8113 	EXP 	textbox: autoDraw = True
444.8008 	DATA 	Keypress: 2
445.2839 	DATA 	Keypress: 0
445.4199 	DATA 	Keypress: 0
446.0467 	DATA 	Mouse: Left button down, pos=(505,152)
446.0505 	EXP 	New trial (rep=6, index=8): <Trial 80 (8 in rep 6) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 80, 'thisTrialN': 8, 'thisRepN': 6}>
446.0591 	EXP 	text: autoDraw = False
446.0591 	EXP 	textbox: autoDraw = False
446.0591 	EXP 	polygon: autoDraw = True
446.1606 	DATA 	Mouse:  Left button up, pos=(505,152)
447.0483 	INFO 	Keyboard events cleared
447.0478 	EXP 	polygon: autoDraw = False
447.0478 	EXP 	polygon_2: autoDraw = True
447.6750 	DATA 	Keypress: space
447.6802 	EXP 	polygon: autoDraw = False
447.6802 	EXP 	polygon_2: autoDraw = False
447.7600 	EXP 	Sound sound_1 reached end of file
447.7765 	EXP 	Sound sound_1 started
448.0640 	EXP 	Sound sound_1 stopped
448.0791 	EXP 	text: autoDraw = True
448.0791 	EXP 	textbox: autoDraw = True
449.4991 	DATA 	Keypress: 1
450.1040 	DATA 	Keypress: 0
450.2937 	DATA 	Keypress: 0
450.9596 	DATA 	Mouse: Left button down, pos=(501,152)
450.9611 	EXP 	New trial (rep=6, index=9): <Trial 81 (9 in rep 6) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 81, 'thisTrialN': 9, 'thisRepN': 6}>
450.9635 	EXP 	text: autoDraw = False
450.9635 	EXP 	textbox: autoDraw = False
450.9635 	EXP 	polygon: autoDraw = True
451.1273 	DATA 	Mouse:  Left button up, pos=(501,152)
451.9601 	INFO 	Keyboard events cleared
451.9596 	EXP 	polygon: autoDraw = False
451.9596 	EXP 	polygon_2: autoDraw = True
452.5741 	DATA 	Keypress: space
452.5804 	EXP 	polygon: autoDraw = False
452.5804 	EXP 	polygon_2: autoDraw = False
452.6597 	EXP 	Sound sound_1 reached end of file
452.6762 	EXP 	Sound sound_1 started
452.9640 	EXP 	Sound sound_1 stopped
452.9770 	EXP 	text: autoDraw = True
452.9770 	EXP 	textbox: autoDraw = True
454.0270 	DATA 	Keypress: 2
454.4772 	DATA 	Keypress: 0
454.6313 	DATA 	Keypress: 0
455.2098 	DATA 	Mouse: Left button down, pos=(501,152)
455.2113 	EXP 	New trial (rep=6, index=10): <Trial 82 (10 in rep 6) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 82, 'thisTrialN': 10, 'thisRepN': 6}>
455.2140 	EXP 	text: autoDraw = False
455.2140 	EXP 	textbox: autoDraw = False
455.2140 	EXP 	polygon: autoDraw = True
455.3306 	DATA 	Mouse:  Left button up, pos=(501,152)
456.2102 	INFO 	Keyboard events cleared
456.2097 	EXP 	polygon: autoDraw = False
456.2097 	EXP 	polygon_2: autoDraw = True
456.6911 	DATA 	Keypress: space
456.6962 	EXP 	polygon: autoDraw = False
456.6962 	EXP 	polygon_2: autoDraw = False
457.3768 	EXP 	Sound sound_1 reached end of file
457.3932 	EXP 	Sound sound_1 started
457.6808 	EXP 	Sound sound_1 stopped
457.7013 	EXP 	text: autoDraw = True
457.7013 	EXP 	textbox: autoDraw = True
458.8674 	DATA 	Keypress: 2
459.4148 	DATA 	Keypress: 0
459.5670 	DATA 	Keypress: 0
460.2464 	DATA 	Mouse: Left button down, pos=(501,152)
460.2499 	EXP 	New trial (rep=6, index=11): <Trial 83 (11 in rep 6) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 83, 'thisTrialN': 11, 'thisRepN': 6}>
460.2589 	EXP 	text: autoDraw = False
460.2589 	EXP 	textbox: autoDraw = False
460.2589 	EXP 	polygon: autoDraw = True
460.3770 	DATA 	Mouse:  Left button up, pos=(501,152)
461.2483 	INFO 	Keyboard events cleared
461.2479 	EXP 	polygon: autoDraw = False
461.2479 	EXP 	polygon_2: autoDraw = True
461.7233 	DATA 	Keypress: space
461.7300 	EXP 	polygon: autoDraw = False
461.7300 	EXP 	polygon_2: autoDraw = False
462.1099 	EXP 	Sound sound_1 reached end of file
462.1264 	EXP 	Sound sound_1 started
462.4138 	EXP 	Sound sound_1 stopped
462.4271 	EXP 	text: autoDraw = True
462.4271 	EXP 	textbox: autoDraw = True
463.6490 	DATA 	Keypress: 2
464.3340 	DATA 	Keypress: 0
465.4438 	DATA 	Keypress: 0
466.2133 	DATA 	Mouse: Left button down, pos=(501,152)
466.2139 	DATA 	Mouse:  Left button up, pos=(501,152)
466.6258 	DATA 	Mouse: Left button down, pos=(501,152)
466.6271 	EXP 	New trial (rep=7, index=0): <Trial 84 (0 in rep 7) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 84, 'thisTrialN': 0, 'thisRepN': 7}>
466.6296 	EXP 	text: autoDraw = False
466.6296 	EXP 	textbox: autoDraw = False
466.6296 	EXP 	polygon: autoDraw = True
466.7972 	DATA 	Mouse:  Left button up, pos=(501,152)
467.6151 	INFO 	Keyboard events cleared
467.6146 	EXP 	polygon_2: autoDraw = True
467.6264 	EXP 	polygon: autoDraw = False
468.5534 	DATA 	Keypress: space
468.5576 	EXP 	polygon: autoDraw = False
468.5576 	EXP 	polygon_2: autoDraw = False
469.2306 	EXP 	Sound sound_1 reached end of file
469.2470 	EXP 	Sound sound_1 started
469.5352 	EXP 	Sound sound_1 stopped
469.5531 	EXP 	text: autoDraw = True
469.5531 	EXP 	textbox: autoDraw = True
470.4721 	DATA 	Keypress: 4
470.8838 	DATA 	Keypress: 0
471.0164 	DATA 	Keypress: 0
471.2666 	DATA 	Keypress: 0
471.9834 	DATA 	Keypress: backspace
472.7263 	DATA 	Mouse: Left button down, pos=(501,156)
472.7277 	EXP 	New trial (rep=7, index=1): <Trial 85 (1 in rep 7) data={'delay': 0.7, 'freq': 400, 'condition': 'unexp', 'thisN': 85, 'thisTrialN': 1, 'thisRepN': 7}>
472.7305 	EXP 	text: autoDraw = False
472.7305 	EXP 	textbox: autoDraw = False
472.7305 	EXP 	polygon: autoDraw = True
472.8639 	DATA 	Mouse:  Left button up, pos=(501,156)
473.7237 	DATA 	Keypress: space
473.7304 	INFO 	Keyboard events cleared
473.7301 	EXP 	polygon: autoDraw = False
473.7301 	EXP 	polygon_2: autoDraw = True
474.1687 	DATA 	Keypress: space
474.1725 	EXP 	polygon: autoDraw = False
474.1725 	EXP 	polygon_2: autoDraw = False
474.8467 	EXP 	Sound sound_1 reached end of file
474.8633 	EXP 	Sound sound_1 started
475.1507 	EXP 	Sound sound_1 stopped
475.1642 	EXP 	text: autoDraw = True
475.1642 	EXP 	textbox: autoDraw = True
476.7217 	DATA 	Keypress: 3
477.2542 	DATA 	Keypress: 0
477.4203 	DATA 	Keypress: 0
478.0636 	DATA 	Mouse: Left button down, pos=(501,156)
478.0676 	EXP 	New trial (rep=7, index=2): <Trial 86 (2 in rep 7) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 86, 'thisTrialN': 2, 'thisRepN': 7}>
478.0753 	EXP 	text: autoDraw = False
478.0753 	EXP 	textbox: autoDraw = False
478.0753 	EXP 	polygon: autoDraw = True
478.1600 	DATA 	Mouse:  Left button up, pos=(501,156)
479.0648 	INFO 	Keyboard events cleared
479.0643 	EXP 	polygon: autoDraw = False
479.0643 	EXP 	polygon_2: autoDraw = True
479.3410 	DATA 	Keypress: space
479.3469 	EXP 	polygon: autoDraw = False
479.3469 	EXP 	polygon_2: autoDraw = False
480.0265 	EXP 	Sound sound_1 reached end of file
480.0430 	EXP 	Sound sound_1 started
480.3304 	EXP 	Sound sound_1 stopped
480.3490 	EXP 	text: autoDraw = True
480.3490 	EXP 	textbox: autoDraw = True
481.3326 	DATA 	Keypress: 5
481.8822 	DATA 	Keypress: 0
482.0443 	DATA 	Keypress: 0
482.6427 	DATA 	Mouse: Left button down, pos=(501,156)
482.6433 	DATA 	Mouse:  Left button up, pos=(501,156)
483.0927 	DATA 	Mouse: Left button down, pos=(501,154)
483.0934 	DATA 	Mouse:  Left button up, pos=(501,154)
483.4594 	DATA 	Mouse: Left button down, pos=(501,154)
483.4608 	EXP 	New trial (rep=7, index=3): <Trial 87 (3 in rep 7) data={'delay': 0.7, 'freq': 1000, 'condition': 'exp', 'thisN': 87, 'thisTrialN': 3, 'thisRepN': 7}>
483.4634 	EXP 	text: autoDraw = False
483.4634 	EXP 	textbox: autoDraw = False
483.4634 	EXP 	polygon: autoDraw = True
483.6469 	DATA 	Mouse:  Left button up, pos=(501,154)
484.4598 	INFO 	Keyboard events cleared
484.4596 	EXP 	polygon: autoDraw = False
484.4596 	EXP 	polygon_2: autoDraw = True
485.1849 	DATA 	Mouse: Left button down, pos=(407,293)
485.1868 	DATA 	Mouse:  Left button up, pos=(407,293)
485.4192 	DATA 	Keypress: space
485.4231 	EXP 	polygon: autoDraw = False
485.4231 	EXP 	polygon_2: autoDraw = False
486.0972 	EXP 	Sound sound_1 reached end of file
486.1136 	EXP 	Sound sound_1 started
486.4007 	EXP 	Sound sound_1 stopped
486.4194 	EXP 	text: autoDraw = True
486.4194 	EXP 	textbox: autoDraw = True
487.3770 	DATA 	Keypress: 5
487.7105 	DATA 	Keypress: 0
487.8327 	DATA 	Keypress: 0
489.2127 	DATA 	Mouse: Left button down, pos=(473,148)
489.2166 	EXP 	New trial (rep=7, index=4): <Trial 88 (4 in rep 7) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 88, 'thisTrialN': 4, 'thisRepN': 7}>
489.2254 	EXP 	text: autoDraw = False
489.2254 	EXP 	textbox: autoDraw = False
489.2254 	EXP 	polygon: autoDraw = True
489.3266 	DATA 	Mouse:  Left button up, pos=(473,148)
490.2143 	INFO 	Keyboard events cleared
490.2139 	EXP 	polygon: autoDraw = False
490.2139 	EXP 	polygon_2: autoDraw = True
491.0185 	DATA 	Keypress: space
491.0225 	EXP 	polygon: autoDraw = False
491.0225 	EXP 	polygon_2: autoDraw = False
491.3970 	EXP 	Sound sound_1 reached end of file
491.4134 	EXP 	Sound sound_1 started
491.7013 	EXP 	Sound sound_1 stopped
491.7201 	EXP 	text: autoDraw = True
491.7201 	EXP 	textbox: autoDraw = True
492.7341 	DATA 	Keypress: 3
493.2438 	DATA 	Keypress: 0
493.3700 	DATA 	Keypress: 0
494.2460 	DATA 	Mouse: Left button down, pos=(541,139)
494.2501 	EXP 	New trial (rep=7, index=5): <Trial 89 (5 in rep 7) data={'delay': 0.1, 'freq': 1000, 'condition': 'exp', 'thisN': 89, 'thisTrialN': 5, 'thisRepN': 7}>
494.2585 	EXP 	text: autoDraw = False
494.2585 	EXP 	textbox: autoDraw = False
494.2585 	EXP 	polygon: autoDraw = True
494.3805 	DATA 	Mouse:  Left button up, pos=(541,138)
495.2476 	INFO 	Keyboard events cleared
495.2471 	EXP 	polygon: autoDraw = False
495.2471 	EXP 	polygon_2: autoDraw = True
495.6403 	DATA 	Keypress: space
495.6465 	EXP 	polygon: autoDraw = False
495.6465 	EXP 	polygon_2: autoDraw = False
495.7263 	EXP 	Sound sound_1 reached end of file
495.7429 	EXP 	Sound sound_1 started
496.0304 	EXP 	Sound sound_1 stopped
496.0466 	EXP 	text: autoDraw = True
496.0466 	EXP 	textbox: autoDraw = True
498.4157 	DATA 	Keypress: 2
498.8541 	DATA 	Keypress: 0
499.0207 	DATA 	Keypress: 0
499.6320 	DATA 	Mouse: Left button down, pos=(541,138)
499.6334 	EXP 	New trial (rep=7, index=6): <Trial 90 (6 in rep 7) data={'delay': 0.4, 'freq': 1000, 'condition': 'exp', 'thisN': 90, 'thisTrialN': 6, 'thisRepN': 7}>
499.6420 	EXP 	text: autoDraw = False
499.6420 	EXP 	textbox: autoDraw = False
499.6420 	EXP 	polygon: autoDraw = True
499.8105 	DATA 	Mouse:  Left button up, pos=(541,138)
500.6307 	INFO 	Keyboard events cleared
500.6303 	EXP 	polygon: autoDraw = False
500.6303 	EXP 	polygon_2: autoDraw = True
501.2406 	DATA 	Keypress: space
501.2471 	EXP 	polygon: autoDraw = False
501.2471 	EXP 	polygon_2: autoDraw = False
501.6263 	EXP 	Sound sound_1 reached end of file
501.6428 	EXP 	Sound sound_1 started
501.9304 	EXP 	Sound sound_1 stopped
501.9492 	EXP 	text: autoDraw = True
501.9492 	EXP 	textbox: autoDraw = True
